,file_path,file_class,file_duration,split,audio_start,audio_end
78,dataset/noise/road92.wav,noise,8.33,train,0.0,1.0
79,dataset/noise/road92.wav,noise,8.33,train,1.0,2.0
80,dataset/noise/road92.wav,noise,8.33,train,2.0,3.0
81,dataset/noise/road92.wav,noise,8.33,train,3.0,4.0
82,dataset/noise/road92.wav,noise,8.33,train,4.0,5.0
83,dataset/noise/road92.wav,noise,8.33,train,5.0,6.0
84,dataset/noise/road92.wav,noise,8.33,train,6.0,7.0
85,dataset/noise/road92.wav,noise,8.33,train,7.0,8.0
86,dataset/noise/road217.wav,noise,10.16,test,0.0,1.0
87,dataset/noise/road217.wav,noise,10.16,test,1.0,2.0
88,dataset/noise/road217.wav,noise,10.16,test,2.0,3.0
89,dataset/noise/road217.wav,noise,10.16,test,3.0,4.0
90,dataset/noise/road217.wav,noise,10.16,test,4.0,5.0
91,dataset/noise/road217.wav,noise,10.16,test,5.0,6.0
92,dataset/noise/road217.wav,noise,10.16,test,6.0,7.0
93,dataset/noise/road217.wav,noise,10.16,test,7.0,8.0
94,dataset/noise/road217.wav,noise,10.16,test,8.0,9.0
95,dataset/noise/road217.wav,noise,10.16,test,9.0,10.0
96,dataset/noise/road203.wav,noise,4.68,train,0.0,1.0
97,dataset/noise/road203.wav,noise,4.68,train,1.0,2.0
98,dataset/noise/road203.wav,noise,4.68,train,2.0,3.0
99,dataset/noise/road203.wav,noise,4.68,train,3.0,4.0
100,dataset/noise/road202.wav,noise,11.13,train,0.0,1.0
101,dataset/noise/road202.wav,noise,11.13,train,1.0,2.0
102,dataset/noise/road202.wav,noise,11.13,train,2.0,3.0
103,dataset/noise/road202.wav,noise,11.13,train,3.0,4.0
104,dataset/noise/road202.wav,noise,11.13,train,4.0,5.0
105,dataset/noise/road202.wav,noise,11.13,train,5.0,6.0
106,dataset/noise/road202.wav,noise,11.13,train,6.0,7.0
107,dataset/noise/road202.wav,noise,11.13,train,7.0,8.0
108,dataset/noise/road202.wav,noise,11.13,train,8.0,9.0
109,dataset/noise/road202.wav,noise,11.13,train,9.0,10.0
110,dataset/noise/road202.wav,noise,11.13,train,10.0,11.0
111,dataset/noise/road216.wav,noise,8.9,test,0.0,1.0
112,dataset/noise/road216.wav,noise,8.9,test,1.0,2.0
113,dataset/noise/road216.wav,noise,8.9,test,2.0,3.0
114,dataset/noise/road216.wav,noise,8.9,test,3.0,4.0
115,dataset/noise/road216.wav,noise,8.9,test,4.0,5.0
116,dataset/noise/road216.wav,noise,8.9,test,5.0,6.0
117,dataset/noise/road216.wav,noise,8.9,test,6.0,7.0
118,dataset/noise/road216.wav,noise,8.9,test,7.0,8.0
119,dataset/noise/road93.wav,noise,9.47,train,0.0,1.0
120,dataset/noise/road93.wav,noise,9.47,train,1.0,2.0
121,dataset/noise/road93.wav,noise,9.47,train,2.0,3.0
122,dataset/noise/road93.wav,noise,9.47,train,3.0,4.0
123,dataset/noise/road93.wav,noise,9.47,train,4.0,5.0
124,dataset/noise/road93.wav,noise,9.47,train,5.0,6.0
125,dataset/noise/road93.wav,noise,9.47,train,6.0,7.0
126,dataset/noise/road93.wav,noise,9.47,train,7.0,8.0
127,dataset/noise/road93.wav,noise,9.47,train,8.0,9.0
128,dataset/noise/road87.wav,noise,8.27,train,0.0,1.0
129,dataset/noise/road87.wav,noise,8.27,train,1.0,2.0
130,dataset/noise/road87.wav,noise,8.27,train,2.0,3.0
131,dataset/noise/road87.wav,noise,8.27,train,3.0,4.0
132,dataset/noise/road87.wav,noise,8.27,train,4.0,5.0
133,dataset/noise/road87.wav,noise,8.27,train,5.0,6.0
134,dataset/noise/road87.wav,noise,8.27,train,6.0,7.0
135,dataset/noise/road87.wav,noise,8.27,train,7.0,8.0
136,dataset/noise/road148.wav,noise,14.69,train,0.0,1.0
137,dataset/noise/road148.wav,noise,14.69,train,1.0,2.0
138,dataset/noise/road148.wav,noise,14.69,train,2.0,3.0
139,dataset/noise/road148.wav,noise,14.69,train,3.0,4.0
140,dataset/noise/road148.wav,noise,14.69,train,4.0,5.0
141,dataset/noise/road148.wav,noise,14.69,train,5.0,6.0
142,dataset/noise/road148.wav,noise,14.69,train,6.0,7.0
143,dataset/noise/road148.wav,noise,14.69,train,7.0,8.0
144,dataset/noise/road148.wav,noise,14.69,train,8.0,9.0
145,dataset/noise/road148.wav,noise,14.69,train,9.0,10.0
146,dataset/noise/road148.wav,noise,14.69,train,10.0,11.0
147,dataset/noise/road148.wav,noise,14.69,train,11.0,12.0
148,dataset/noise/road148.wav,noise,14.69,train,12.0,13.0
149,dataset/noise/road148.wav,noise,14.69,train,13.0,14.0
150,dataset/noise/road78.wav,noise,9.59,train,0.0,1.0
151,dataset/noise/road78.wav,noise,9.59,train,1.0,2.0
152,dataset/noise/road78.wav,noise,9.59,train,2.0,3.0
153,dataset/noise/road78.wav,noise,9.59,train,3.0,4.0
154,dataset/noise/road78.wav,noise,9.59,train,4.0,5.0
155,dataset/noise/road78.wav,noise,9.59,train,5.0,6.0
156,dataset/noise/road78.wav,noise,9.59,train,6.0,7.0
157,dataset/noise/road78.wav,noise,9.59,train,7.0,8.0
158,dataset/noise/road78.wav,noise,9.59,train,8.0,9.0
159,dataset/noise/road174.wav,noise,8.4,test,0.0,1.0
160,dataset/noise/road174.wav,noise,8.4,test,1.0,2.0
161,dataset/noise/road174.wav,noise,8.4,test,2.0,3.0
162,dataset/noise/road174.wav,noise,8.4,test,3.0,4.0
163,dataset/noise/road174.wav,noise,8.4,test,4.0,5.0
164,dataset/noise/road174.wav,noise,8.4,test,5.0,6.0
165,dataset/noise/road174.wav,noise,8.4,test,6.0,7.0
166,dataset/noise/road174.wav,noise,8.4,test,7.0,8.0
167,dataset/noise/road50.wav,noise,11.41,train,0.0,1.0
168,dataset/noise/road50.wav,noise,11.41,train,1.0,2.0
169,dataset/noise/road50.wav,noise,11.41,train,2.0,3.0
170,dataset/noise/road50.wav,noise,11.41,train,3.0,4.0
171,dataset/noise/road50.wav,noise,11.41,train,4.0,5.0
172,dataset/noise/road50.wav,noise,11.41,train,5.0,6.0
173,dataset/noise/road50.wav,noise,11.41,train,6.0,7.0
174,dataset/noise/road50.wav,noise,11.41,train,7.0,8.0
175,dataset/noise/road50.wav,noise,11.41,train,8.0,9.0
176,dataset/noise/road50.wav,noise,11.41,train,9.0,10.0
177,dataset/noise/road50.wav,noise,11.41,train,10.0,11.0
178,dataset/noise/road44.wav,noise,1.14,validation,0.0,1.0
179,dataset/noise/road160.wav,noise,8.27,validation,0.0,1.0
180,dataset/noise/road160.wav,noise,8.27,validation,1.0,2.0
181,dataset/noise/road160.wav,noise,8.27,validation,2.0,3.0
182,dataset/noise/road160.wav,noise,8.27,validation,3.0,4.0
183,dataset/noise/road160.wav,noise,8.27,validation,4.0,5.0
184,dataset/noise/road160.wav,noise,8.27,validation,5.0,6.0
185,dataset/noise/road160.wav,noise,8.27,validation,6.0,7.0
186,dataset/noise/road160.wav,noise,8.27,validation,7.0,8.0
187,dataset/noise/road389.wav,noise,9.38,train,0.0,1.0
188,dataset/noise/road389.wav,noise,9.38,train,1.0,2.0
189,dataset/noise/road389.wav,noise,9.38,train,2.0,3.0
190,dataset/noise/road389.wav,noise,9.38,train,3.0,4.0
191,dataset/noise/road389.wav,noise,9.38,train,4.0,5.0
192,dataset/noise/road389.wav,noise,9.38,train,5.0,6.0
193,dataset/noise/road389.wav,noise,9.38,train,6.0,7.0
194,dataset/noise/road389.wav,noise,9.38,train,7.0,8.0
195,dataset/noise/road389.wav,noise,9.38,train,8.0,9.0
196,dataset/noise/road376.wav,noise,9.47,test,0.0,1.0
197,dataset/noise/road376.wav,noise,9.47,test,1.0,2.0
198,dataset/noise/road376.wav,noise,9.47,test,2.0,3.0
199,dataset/noise/road376.wav,noise,9.47,test,3.0,4.0
200,dataset/noise/road376.wav,noise,9.47,test,4.0,5.0
201,dataset/noise/road376.wav,noise,9.47,test,5.0,6.0
202,dataset/noise/road376.wav,noise,9.47,test,6.0,7.0
203,dataset/noise/road376.wav,noise,9.47,test,7.0,8.0
204,dataset/noise/road376.wav,noise,9.47,test,8.0,9.0
205,dataset/noise/road362.wav,noise,9.45,train,0.0,1.0
206,dataset/noise/road362.wav,noise,9.45,train,1.0,2.0
207,dataset/noise/road362.wav,noise,9.45,train,2.0,3.0
208,dataset/noise/road362.wav,noise,9.45,train,3.0,4.0
209,dataset/noise/road362.wav,noise,9.45,train,4.0,5.0
210,dataset/noise/road362.wav,noise,9.45,train,5.0,6.0
211,dataset/noise/road362.wav,noise,9.45,train,6.0,7.0
212,dataset/noise/road362.wav,noise,9.45,train,7.0,8.0
213,dataset/noise/road362.wav,noise,9.45,train,8.0,9.0
214,dataset/noise/road374.wav,noise,10.71,train,0.0,1.0
215,dataset/noise/road374.wav,noise,10.71,train,1.0,2.0
216,dataset/noise/road374.wav,noise,10.71,train,2.0,3.0
217,dataset/noise/road374.wav,noise,10.71,train,3.0,4.0
218,dataset/noise/road374.wav,noise,10.71,train,4.0,5.0
219,dataset/noise/road374.wav,noise,10.71,train,5.0,6.0
220,dataset/noise/road374.wav,noise,10.71,train,6.0,7.0
221,dataset/noise/road374.wav,noise,10.71,train,7.0,8.0
222,dataset/noise/road374.wav,noise,10.71,train,8.0,9.0
223,dataset/noise/road374.wav,noise,10.71,train,9.0,10.0
224,dataset/noise/road360.wav,noise,11.16,train,0.0,1.0
225,dataset/noise/road360.wav,noise,11.16,train,1.0,2.0
226,dataset/noise/road360.wav,noise,11.16,train,2.0,3.0
227,dataset/noise/road360.wav,noise,11.16,train,3.0,4.0
228,dataset/noise/road360.wav,noise,11.16,train,4.0,5.0
229,dataset/noise/road360.wav,noise,11.16,train,5.0,6.0
230,dataset/noise/road360.wav,noise,11.16,train,6.0,7.0
231,dataset/noise/road360.wav,noise,11.16,train,7.0,8.0
232,dataset/noise/road360.wav,noise,11.16,train,8.0,9.0
233,dataset/noise/road360.wav,noise,11.16,train,9.0,10.0
234,dataset/noise/road360.wav,noise,11.16,train,10.0,11.0
235,dataset/noise/road348.wav,noise,10.11,train,0.0,1.0
236,dataset/noise/road348.wav,noise,10.11,train,1.0,2.0
237,dataset/noise/road348.wav,noise,10.11,train,2.0,3.0
238,dataset/noise/road348.wav,noise,10.11,train,3.0,4.0
239,dataset/noise/road348.wav,noise,10.11,train,4.0,5.0
240,dataset/noise/road348.wav,noise,10.11,train,5.0,6.0
241,dataset/noise/road348.wav,noise,10.11,train,6.0,7.0
242,dataset/noise/road348.wav,noise,10.11,train,7.0,8.0
243,dataset/noise/road348.wav,noise,10.11,train,8.0,9.0
244,dataset/noise/road348.wav,noise,10.11,train,9.0,10.0
245,dataset/noise/road52.wav,noise,11.23,train,0.0,1.0
246,dataset/noise/road52.wav,noise,11.23,train,1.0,2.0
247,dataset/noise/road52.wav,noise,11.23,train,2.0,3.0
248,dataset/noise/road52.wav,noise,11.23,train,3.0,4.0
249,dataset/noise/road52.wav,noise,11.23,train,4.0,5.0
250,dataset/noise/road52.wav,noise,11.23,train,5.0,6.0
251,dataset/noise/road52.wav,noise,11.23,train,6.0,7.0
252,dataset/noise/road52.wav,noise,11.23,train,7.0,8.0
253,dataset/noise/road52.wav,noise,11.23,train,8.0,9.0
254,dataset/noise/road52.wav,noise,11.23,train,9.0,10.0
255,dataset/noise/road52.wav,noise,11.23,train,10.0,11.0
256,dataset/noise/road176.wav,noise,8.38,test,0.0,1.0
257,dataset/noise/road176.wav,noise,8.38,test,1.0,2.0
258,dataset/noise/road176.wav,noise,8.38,test,2.0,3.0
259,dataset/noise/road176.wav,noise,8.38,test,3.0,4.0
260,dataset/noise/road176.wav,noise,8.38,test,4.0,5.0
261,dataset/noise/road176.wav,noise,8.38,test,5.0,6.0
262,dataset/noise/road176.wav,noise,8.38,test,6.0,7.0
263,dataset/noise/road176.wav,noise,8.38,test,7.0,8.0
264,dataset/noise/road162.wav,noise,7.47,train,0.0,1.0
265,dataset/noise/road162.wav,noise,7.47,train,1.0,2.0
266,dataset/noise/road162.wav,noise,7.47,train,2.0,3.0
267,dataset/noise/road162.wav,noise,7.47,train,3.0,4.0
268,dataset/noise/road162.wav,noise,7.47,train,4.0,5.0
269,dataset/noise/road162.wav,noise,7.47,train,5.0,6.0
270,dataset/noise/road162.wav,noise,7.47,train,6.0,7.0
271,dataset/noise/road46.wav,noise,7.99,train,0.0,1.0
272,dataset/noise/road46.wav,noise,7.99,train,1.0,2.0
273,dataset/noise/road46.wav,noise,7.99,train,2.0,3.0
274,dataset/noise/road46.wav,noise,7.99,train,3.0,4.0
275,dataset/noise/road46.wav,noise,7.99,train,4.0,5.0
276,dataset/noise/road46.wav,noise,7.99,train,5.0,6.0
277,dataset/noise/road46.wav,noise,7.99,train,6.0,7.0
278,dataset/noise/road91.wav,noise,8.87,train,0.0,1.0
279,dataset/noise/road91.wav,noise,8.87,train,1.0,2.0
280,dataset/noise/road91.wav,noise,8.87,train,2.0,3.0
281,dataset/noise/road91.wav,noise,8.87,train,3.0,4.0
282,dataset/noise/road91.wav,noise,8.87,train,4.0,5.0
283,dataset/noise/road91.wav,noise,8.87,train,5.0,6.0
284,dataset/noise/road91.wav,noise,8.87,train,6.0,7.0
285,dataset/noise/road91.wav,noise,8.87,train,7.0,8.0
286,dataset/noise/road85.wav,noise,7.93,train,0.0,1.0
287,dataset/noise/road85.wav,noise,7.93,train,1.0,2.0
288,dataset/noise/road85.wav,noise,7.93,train,2.0,3.0
289,dataset/noise/road85.wav,noise,7.93,train,3.0,4.0
290,dataset/noise/road85.wav,noise,7.93,train,4.0,5.0
291,dataset/noise/road85.wav,noise,7.93,train,5.0,6.0
292,dataset/noise/road85.wav,noise,7.93,train,6.0,7.0
293,dataset/noise/road189.wav,noise,4.84,validation,0.0,1.0
294,dataset/noise/road189.wav,noise,4.84,validation,1.0,2.0
295,dataset/noise/road189.wav,noise,4.84,validation,2.0,3.0
296,dataset/noise/road189.wav,noise,4.84,validation,3.0,4.0
297,dataset/noise/road200.wav,noise,10.84,test,0.0,1.0
298,dataset/noise/road200.wav,noise,10.84,test,1.0,2.0
299,dataset/noise/road200.wav,noise,10.84,test,2.0,3.0
300,dataset/noise/road200.wav,noise,10.84,test,3.0,4.0
301,dataset/noise/road200.wav,noise,10.84,test,4.0,5.0
302,dataset/noise/road200.wav,noise,10.84,test,5.0,6.0
303,dataset/noise/road200.wav,noise,10.84,test,6.0,7.0
304,dataset/noise/road200.wav,noise,10.84,test,7.0,8.0
305,dataset/noise/road200.wav,noise,10.84,test,8.0,9.0
306,dataset/noise/road200.wav,noise,10.84,test,9.0,10.0
307,dataset/noise/road214.wav,noise,7.91,train,0.0,1.0
308,dataset/noise/road214.wav,noise,7.91,train,1.0,2.0
309,dataset/noise/road214.wav,noise,7.91,train,2.0,3.0
310,dataset/noise/road214.wav,noise,7.91,train,3.0,4.0
311,dataset/noise/road214.wav,noise,7.91,train,4.0,5.0
312,dataset/noise/road214.wav,noise,7.91,train,5.0,6.0
313,dataset/noise/road214.wav,noise,7.91,train,6.0,7.0
314,dataset/noise/road228.wav,noise,8.14,train,0.0,1.0
315,dataset/noise/road228.wav,noise,8.14,train,1.0,2.0
316,dataset/noise/road228.wav,noise,8.14,train,2.0,3.0
317,dataset/noise/road228.wav,noise,8.14,train,3.0,4.0
318,dataset/noise/road228.wav,noise,8.14,train,4.0,5.0
319,dataset/noise/road228.wav,noise,8.14,train,5.0,6.0
320,dataset/noise/road228.wav,noise,8.14,train,6.0,7.0
321,dataset/noise/road228.wav,noise,8.14,train,7.0,8.0
322,dataset/noise/road229.wav,noise,9.72,train,0.0,1.0
323,dataset/noise/road229.wav,noise,9.72,train,1.0,2.0
324,dataset/noise/road229.wav,noise,9.72,train,2.0,3.0
325,dataset/noise/road229.wav,noise,9.72,train,3.0,4.0
326,dataset/noise/road229.wav,noise,9.72,train,4.0,5.0
327,dataset/noise/road229.wav,noise,9.72,train,5.0,6.0
328,dataset/noise/road229.wav,noise,9.72,train,6.0,7.0
329,dataset/noise/road229.wav,noise,9.72,train,7.0,8.0
330,dataset/noise/road229.wav,noise,9.72,train,8.0,9.0
331,dataset/noise/road215.wav,noise,10.0,test,0.0,1.0
332,dataset/noise/road215.wav,noise,10.0,test,1.0,2.0
333,dataset/noise/road215.wav,noise,10.0,test,2.0,3.0
334,dataset/noise/road215.wav,noise,10.0,test,3.0,4.0
335,dataset/noise/road215.wav,noise,10.0,test,4.0,5.0
336,dataset/noise/road215.wav,noise,10.0,test,5.0,6.0
337,dataset/noise/road215.wav,noise,10.0,test,6.0,7.0
338,dataset/noise/road215.wav,noise,10.0,test,7.0,8.0
339,dataset/noise/road215.wav,noise,10.0,test,8.0,9.0
340,dataset/noise/road201.wav,noise,8.51,train,0.0,1.0
341,dataset/noise/road201.wav,noise,8.51,train,1.0,2.0
342,dataset/noise/road201.wav,noise,8.51,train,2.0,3.0
343,dataset/noise/road201.wav,noise,8.51,train,3.0,4.0
344,dataset/noise/road201.wav,noise,8.51,train,4.0,5.0
345,dataset/noise/road201.wav,noise,8.51,train,5.0,6.0
346,dataset/noise/road201.wav,noise,8.51,train,6.0,7.0
347,dataset/noise/road201.wav,noise,8.51,train,7.0,8.0
348,dataset/noise/road188.wav,noise,8.68,train,0.0,1.0
349,dataset/noise/road188.wav,noise,8.68,train,1.0,2.0
350,dataset/noise/road188.wav,noise,8.68,train,2.0,3.0
351,dataset/noise/road188.wav,noise,8.68,train,3.0,4.0
352,dataset/noise/road188.wav,noise,8.68,train,4.0,5.0
353,dataset/noise/road188.wav,noise,8.68,train,5.0,6.0
354,dataset/noise/road188.wav,noise,8.68,train,6.0,7.0
355,dataset/noise/road188.wav,noise,8.68,train,7.0,8.0
356,dataset/noise/road84.wav,noise,7.26,train,0.0,1.0
357,dataset/noise/road84.wav,noise,7.26,train,1.0,2.0
358,dataset/noise/road84.wav,noise,7.26,train,2.0,3.0
359,dataset/noise/road84.wav,noise,7.26,train,3.0,4.0
360,dataset/noise/road84.wav,noise,7.26,train,4.0,5.0
361,dataset/noise/road84.wav,noise,7.26,train,5.0,6.0
362,dataset/noise/road84.wav,noise,7.26,train,6.0,7.0
363,dataset/noise/road90.wav,noise,9.29,train,0.0,1.0
364,dataset/noise/road90.wav,noise,9.29,train,1.0,2.0
365,dataset/noise/road90.wav,noise,9.29,train,2.0,3.0
366,dataset/noise/road90.wav,noise,9.29,train,3.0,4.0
367,dataset/noise/road90.wav,noise,9.29,train,4.0,5.0
368,dataset/noise/road90.wav,noise,9.29,train,5.0,6.0
369,dataset/noise/road90.wav,noise,9.29,train,6.0,7.0
370,dataset/noise/road90.wav,noise,9.29,train,7.0,8.0
371,dataset/noise/road90.wav,noise,9.29,train,8.0,9.0
372,dataset/noise/road163.wav,noise,10.27,train,0.0,1.0
373,dataset/noise/road163.wav,noise,10.27,train,1.0,2.0
374,dataset/noise/road163.wav,noise,10.27,train,2.0,3.0
375,dataset/noise/road163.wav,noise,10.27,train,3.0,4.0
376,dataset/noise/road163.wav,noise,10.27,train,4.0,5.0
377,dataset/noise/road163.wav,noise,10.27,train,5.0,6.0
378,dataset/noise/road163.wav,noise,10.27,train,6.0,7.0
379,dataset/noise/road163.wav,noise,10.27,train,7.0,8.0
380,dataset/noise/road163.wav,noise,10.27,train,8.0,9.0
381,dataset/noise/road163.wav,noise,10.27,train,9.0,10.0
382,dataset/noise/road47.wav,noise,9.79,train,0.0,1.0
383,dataset/noise/road47.wav,noise,9.79,train,1.0,2.0
384,dataset/noise/road47.wav,noise,9.79,train,2.0,3.0
385,dataset/noise/road47.wav,noise,9.79,train,3.0,4.0
386,dataset/noise/road47.wav,noise,9.79,train,4.0,5.0
387,dataset/noise/road47.wav,noise,9.79,train,5.0,6.0
388,dataset/noise/road47.wav,noise,9.79,train,6.0,7.0
389,dataset/noise/road47.wav,noise,9.79,train,7.0,8.0
390,dataset/noise/road47.wav,noise,9.79,train,8.0,9.0
391,dataset/noise/road53.wav,noise,8.62,train,0.0,1.0
392,dataset/noise/road53.wav,noise,8.62,train,1.0,2.0
393,dataset/noise/road53.wav,noise,8.62,train,2.0,3.0
394,dataset/noise/road53.wav,noise,8.62,train,3.0,4.0
395,dataset/noise/road53.wav,noise,8.62,train,4.0,5.0
396,dataset/noise/road53.wav,noise,8.62,train,5.0,6.0
397,dataset/noise/road53.wav,noise,8.62,train,6.0,7.0
398,dataset/noise/road53.wav,noise,8.62,train,7.0,8.0
399,dataset/noise/road177.wav,noise,9.14,test,0.0,1.0
400,dataset/noise/road177.wav,noise,9.14,test,1.0,2.0
401,dataset/noise/road177.wav,noise,9.14,test,2.0,3.0
402,dataset/noise/road177.wav,noise,9.14,test,3.0,4.0
403,dataset/noise/road177.wav,noise,9.14,test,4.0,5.0
404,dataset/noise/road177.wav,noise,9.14,test,5.0,6.0
405,dataset/noise/road177.wav,noise,9.14,test,6.0,7.0
406,dataset/noise/road177.wav,noise,9.14,test,7.0,8.0
407,dataset/noise/road177.wav,noise,9.14,test,8.0,9.0
408,dataset/noise/road349.wav,noise,10.07,train,0.0,1.0
409,dataset/noise/road349.wav,noise,10.07,train,1.0,2.0
410,dataset/noise/road349.wav,noise,10.07,train,2.0,3.0
411,dataset/noise/road349.wav,noise,10.07,train,3.0,4.0
412,dataset/noise/road349.wav,noise,10.07,train,4.0,5.0
413,dataset/noise/road349.wav,noise,10.07,train,5.0,6.0
414,dataset/noise/road349.wav,noise,10.07,train,6.0,7.0
415,dataset/noise/road349.wav,noise,10.07,train,7.0,8.0
416,dataset/noise/road349.wav,noise,10.07,train,8.0,9.0
417,dataset/noise/road349.wav,noise,10.07,train,9.0,10.0
418,dataset/noise/road361.wav,noise,8.71,validation,0.0,1.0
419,dataset/noise/road361.wav,noise,8.71,validation,1.0,2.0
420,dataset/noise/road361.wav,noise,8.71,validation,2.0,3.0
421,dataset/noise/road361.wav,noise,8.71,validation,3.0,4.0
422,dataset/noise/road361.wav,noise,8.71,validation,4.0,5.0
423,dataset/noise/road361.wav,noise,8.71,validation,5.0,6.0
424,dataset/noise/road361.wav,noise,8.71,validation,6.0,7.0
425,dataset/noise/road361.wav,noise,8.71,validation,7.0,8.0
426,dataset/noise/road375.wav,noise,9.97,train,0.0,1.0
427,dataset/noise/road375.wav,noise,9.97,train,1.0,2.0
428,dataset/noise/road375.wav,noise,9.97,train,2.0,3.0
429,dataset/noise/road375.wav,noise,9.97,train,3.0,4.0
430,dataset/noise/road375.wav,noise,9.97,train,4.0,5.0
431,dataset/noise/road375.wav,noise,9.97,train,5.0,6.0
432,dataset/noise/road375.wav,noise,9.97,train,6.0,7.0
433,dataset/noise/road375.wav,noise,9.97,train,7.0,8.0
